window_id,symbol,window_start_utc,window_end_utc,point_count
btcusdt_0254,BTCUSDT,2026-02-23T11:44:00Z,2026-02-23T22:23:00Z,640
btcusdt_0255,BTCUSDT,2026-02-23T13:52:00Z,2026-02-24T00:31:00Z,640
btcusdt_0256,BTCUSDT,2026-02-23T16:00:00Z,2026-02-24T02:39:00Z,640
btcusdt_0257,BTCUSDT,2026-02-23T18:08:00Z,2026-02-24T04:47:00Z,640
btcusdt_0258,BTCUSDT,2026-02-23T20:16:00Z,2026-02-24T06:55:00Z,640
btcusdt_0259,BTCUSDT,2026-02-23T22:24:00Z,2026-02-24T09:03:00Z,640
btcusdt_0260,BTCUSDT,2026-02-24T00:32:00Z,2026-02-24T11:11:00Z,640
btcusdt_0261,BTCUSDT,2026-02-24T02:40:00Z,2026-02-24T13:19:00Z,640
btcusdt_0262,BTCUSDT,2026-02-24T04:48:00Z,2026-02-24T15:27:00Z,640
btcusdt_0263,BTCUSDT,2026-02-24T06:56:00Z,2026-02-24T17:35:00Z,640
btcusdt_0264,BTCUSDT,2026-02-24T09:04:00Z,2026-02-24T19:43:00Z,640
btcusdt_0265,BTCUSDT,2026-02-24T11:12:00Z,2026-02-24T21:51:00Z,640
btcusdt_0266,BTCUSDT,2026-02-24T13:20:00Z,2026-02-24T23:59:00Z,640
btcusdt_0267,BTCUSDT,2026-02-24T15:28:00Z,2026-02-25T02:07:00Z,640
btcusdt_0268,BTCUSDT,2026-02-24T17:36:00Z,2026-02-25T04:15:00Z,640
btcusdt_0269,BTCUSDT,2026-02-24T19:44:00Z,2026-02-25T06:23:00Z,640
btcusdt_0270,BTCUSDT,2026-02-24T21:52:00Z,2026-02-25T08:31:00Z,640
btcusdt_0271,BTCUSDT,2026-02-25T00:00:00Z,2026-02-25T10:39:00Z,640
btcusdt_0272,BTCUSDT,2026-02-25T02:08:00Z,2026-02-25T12:47:00Z,640
btcusdt_0273,BTCUSDT,2026-02-25T04:16:00Z,2026-02-25T14:55:00Z,640
btcusdt_0274,BTCUSDT,2026-02-25T06:24:00Z,2026-02-25T17:03:00Z,640
btcusdt_0275,BTCUSDT,2026-02-25T08:32:00Z,2026-02-25T19:11:00Z,640
btcusdt_0276,BTCUSDT,2026-02-25T10:40:00Z,2026-02-25T21:19:00Z,640
btcusdt_0277,BTCUSDT,2026-02-25T12:48:00Z,2026-02-25T23:27:00Z,640
btcusdt_0278,BTCUSDT,2026-02-25T14:56:00Z,2026-02-26T01:35:00Z,640
btcusdt_0279,BTCUSDT,2026-02-25T17:04:00Z,2026-02-26T03:43:00Z,640
btcusdt_0280,BTCUSDT,2026-02-25T19:12:00Z,2026-02-26T05:51:00Z,640
btcusdt_0281,BTCUSDT,2026-02-25T21:20:00Z,2026-02-26T07:59:00Z,640
btcusdt_0282,BTCUSDT,2026-02-25T23:28:00Z,2026-02-26T10:07:00Z,640
btcusdt_0283,BTCUSDT,2026-02-26T01:36:00Z,2026-02-26T12:15:00Z,640
